./testsT0/P1/bin/childfaulter,6,9
./testsT0/P1/bin/childtime,6,31
./testsT0/P1/bin/child,3,1
./testsT0/P1/bin/childtime,7,31
wait_all,1,1
./testsT0/P1/bin/childtime,9,67
./testsT0/P1/bin/child,3,1
